"gene","drug","drug_concept_id","interaction_score","interaction_types","sources","key"
"MPO","LORATADINE","rxcui:28889",0.183171223013633,"","NCI","LORATADINE|rxcui:28889"
"MPO","DRUGSATFDA.NDA:008378","drugsatfda.nda:008378",0.580042206209839,"","NCI","DRUGSATFDA.NDA:008378|drugsatfda.nda:008378"
"MPO","ANTICOAGULANT AGENT","ncit:C263",1.16008441241968,"","NCI","ANTICOAGULANT AGENT|ncit:C263"
"MPO","VERDIPERSTAT","ncit:C152861",1.74012661862952,"","ChEMBL;TTD","VERDIPERSTAT|ncit:C152861"
"MPO","XANTHINE OXIDASE INHIBITOR","ncit:C1637",3.48025323725903,"","NCI","XANTHINE OXIDASE INHIBITOR|ncit:C1637"
"MPO","SULFONE ANTI-INFECTIVE AGENT","ncit:C849",1.74012661862952,"","NCI","SULFONE ANTI-INFECTIVE AGENT|ncit:C849"
"MPO","MITIPERSTAT","iuphar.ligand:12154",0.580042206209839,"","TTD","MITIPERSTAT|iuphar.ligand:12154"
"MPO","THEOPHYLLINE","rxcui:10438",0.128898268046631,"","NCI","THEOPHYLLINE|rxcui:10438"
"MPO","FENTANYL CITRATE","rxcui:142436",0.116008441241968,"","NCI","FENTANYL CITRATE|rxcui:142436"
"MPO","METHYLENE BLUE ANHYDROUS","rxcui:2198975",0.0940608983042983,"","NCI","METHYLENE BLUE ANHYDROUS|rxcui:2198975"
"MPO","SULFAMETHOXAZOLE","rxcui:10180",0.248589516947074,"","NCI","SULFAMETHOXAZOLE|rxcui:10180"
"MPO","DIMETHYL SULFOXIDE","rxcui:3455",0.21751582732869,"","NCI","DIMETHYL SULFOXIDE|rxcui:3455"
"MPO","OCTREOTIDE ACETATE","rxcui:221130",0.193347402069946,"","NCI","OCTREOTIDE ACETATE|rxcui:221130"
"MPO","FLUDARABINE","rxcui:24698",0.102360389331148,"","NCI","FLUDARABINE|rxcui:24698"
"MPO","PYRAZINAMIDE","rxcui:8987",0.267711787481464,"","NCI","PYRAZINAMIDE|rxcui:8987"
"MPO","PSORALEN","ncit:C2586",0.497179033894148,"","NCI","PSORALEN|ncit:C2586"
"MPO","DICLOFENAC SODIUM","rxcui:203214",0.102360389331148,"","NCI","DICLOFENAC SODIUM|rxcui:203214"
"MPO","PROPYLTHIOURACIL","rxcui:8794",0.174012661862952,"","DTC","PROPYLTHIOURACIL|rxcui:8794"
"MPO","FLUTAMIDE","rxcui:4508",0.174012661862952,"","NCI","FLUTAMIDE|rxcui:4508"
"MPO","TOLMETIN","rxcui:10636",1.16008441241968,"","NCI","TOLMETIN|rxcui:10636"
"MPO","DOXYCYCLINE ANHYDROUS","rxcui:1545992",0.151315358141697,"","NCI","DOXYCYCLINE ANHYDROUS|rxcui:1545992"
"MPO","TENECTEPLASE","rxcui:259280",1.16008441241968,"","NCI","TENECTEPLASE|rxcui:259280"
"MPO","NIMESULIDE","rxcui:53694",0.248589516947074,"","NCI","NIMESULIDE|rxcui:53694"
"MPO","IMMUNOTHERAPEUTIC AGENT","ncit:C308",0.522037985588855,"","NCI","IMMUNOTHERAPEUTIC AGENT|ncit:C308"
"MPO","ASULACRINE ISETHIONATE","ncit:C1050",3.48025323725903,"","NCI","ASULACRINE ISETHIONATE|ncit:C1050"
"ACTN1","GPR15L","iuphar.ligand:10567",8.70063309314759,"","GuideToPharmacology","GPR15L|iuphar.ligand:10567"
"ACTN1","GPR15L (71-81)","iuphar.ligand:10568",26.1018992794428,"","GuideToPharmacology","GPR15L (71-81)|iuphar.ligand:10568"
"GPC5","AMG28","iuphar.ligand:12186",5.80042206209839,"","GuideToPharmacology","AMG28|iuphar.ligand:12186"
"IL22","FEZAKINUMAB","ncit:C87764",78.3056978383283,"","ChEMBL;TTD","FEZAKINUMAB|ncit:C87764"
"IL22","EFMARODOCOKIN ALFA","ncit:C174771",26.1018992794428,"","TTD","EFMARODOCOKIN ALFA|ncit:C174771"
"IL2","DACLIZUMAB","rxcui:190353",0.203921088120647,"","TTD","DACLIZUMAB|rxcui:190353"
"IL2","HUMAN CHORIONIC GONADOTROPIN","rxcui:340705",0.0858615107876407,"","NCI","HUMAN CHORIONIC GONADOTROPIN|rxcui:340705"
"IL2","AMIKACIN","rxcui:641",0.233052672137882,"","NCI","AMIKACIN|rxcui:641"
"IL2","ACETAMINOPHEN","rxcui:161",0.0313724750954841,"","NCI","ACETAMINOPHEN|rxcui:161"
"IL2","BECLOMETHASONE","rxcui:1347",0.135947392080431,"","NCI","BECLOMETHASONE|rxcui:1347"
"IL2","PROTEASOME INHIBITOR","ncit:C2160",0.0815684352482586,"","NCI","PROTEASOME INHIBITOR|ncit:C2160"
"IL2","QUININE","rxcui:9071",0.188234850572905,"","NCI","QUININE|rxcui:9071"
"IL2","PROCHLORPERAZINE","rxcui:8704",0.0582631680344705,"","NCI","PROCHLORPERAZINE|rxcui:8704"
"IL2","TROPISETRON","rxcui:27392",0.108757913664345,"","NCI","TROPISETRON|rxcui:27392"
"IL2","OFLOXACIN","rxcui:7623",0.135947392080431,"","NCI","OFLOXACIN|rxcui:7623"
"IL2","BCG VACCINE","hemonc:59",0.543789568321724,"","NCI","BCG VACCINE|hemonc:59"
"IL2","LORUKAFUSP ALFA","ncit:C162537",0.815684352482586,"","TTD","LORUKAFUSP ALFA|ncit:C162537"
"IL2","TICARCILLIN","rxcui:10591",0.815684352482586,"","NCI","TICARCILLIN|rxcui:10591"
"IL2","PRASTERONE","rxcui:3143",0.0906315947202874,"","NCI","PRASTERONE|rxcui:3143"
"IL2","PHYTOCHEMICAL","ncit:C28269",0.543789568321724,"","NCI","PHYTOCHEMICAL|ncit:C28269"
"IL2","HUMAN INTERLEUKIN-2","drugbank:DB14865",0.815684352482586,"","TTD","HUMAN INTERLEUKIN-2|drugbank:DB14865"
"IL2","AZIRIDINE","chembl:CHEMBL540990",1.63136870496517,"","NCI","AZIRIDINE|chembl:CHEMBL540990"
"IL2","MESMULOGENE ANCOVACIVEC","chembl:CHEMBL4650517",0.407842176241293,"","TTD","MESMULOGENE ANCOVACIVEC|chembl:CHEMBL4650517"
"IL2","CYCLOOXYGENASE INHIBITOR","ncit:C1323",0.407842176241293,"","NCI","CYCLOOXYGENASE INHIBITOR|ncit:C1323"
"IL2","GENTAMICIN","rxcui:1596450",0.0709290741289206,"","NCI","GENTAMICIN|rxcui:1596450"
"IL2","CELL DIFFERENTIATING AGENT","ncit:C2122",1.63136870496517,"","NCI","CELL DIFFERENTIATING AGENT|ncit:C2122"
"IL2","MACROLIDE ANTIBIOTIC","ncit:C261",0.407842176241293,"","NCI","MACROLIDE ANTIBIOTIC|ncit:C261"
"IL2","LEUVECTIN","drugbank:DB17303",0.815684352482586,"","TTD","LEUVECTIN|drugbank:DB17303"
"IL2","DIETHYLSTILBESTROL DIPHOSPHATE","chembl:CHEMBL1200598",0.543789568321724,"","NCI","DIETHYLSTILBESTROL DIPHOSPHATE|chembl:CHEMBL1200598"
"IL2","PERFOSFAMIDE","ncit:C1423",0.271894784160862,"","NCI","PERFOSFAMIDE|ncit:C1423"
"IL2","METHOTREXATE","rxcui:6851",0.0148306245905925,"","NCI","METHOTREXATE|rxcui:6851"
"IL2","TRICHOSTATIN A","ncit:C1261",0.0815684352482586,"","NCI","TRICHOSTATIN A|ncit:C1261"
"IL2","CLOZAPINE","rxcui:2626",0.0168182340718059,"","NCI","CLOZAPINE|rxcui:2626"
"IL2","GARLIC EXTRACT","ncit:C29069",1.63136870496517,"","NCI","GARLIC EXTRACT|ncit:C29069"
"IL2","MESMULOGENE ANCOVACIVEC","ncit:C2241",0.407842176241293,"","TALC","MESMULOGENE ANCOVACIVEC|ncit:C2241"
"IL2","METYROSINE","rxcui:266604",0.125489900381936,"","NCI","METYROSINE|rxcui:266604"
"IL2","MISTLETOE EXTRACT","ncit:C2703",0.815684352482586,"","NCI","MISTLETOE EXTRACT|ncit:C2703"
"IL2","PEFLOXACIN","rxcui:7960",0.407842176241293,"","NCI","PEFLOXACIN|rxcui:7960"
"IL2","CYCLOSPORINE","rxcui:3008",0.0281270466373306,"","NCI","CYCLOSPORINE|rxcui:3008"
"IL2","GARLIC","ncit:C38706",0.163136870496517,"","NCI","GARLIC|ncit:C38706"
"IL2","ANHYDROUS TACROLIMUS","rxcui:235991",0.0582631680344705,"","PharmGKB","ANHYDROUS TACROLIMUS|rxcui:235991"
"IL2","RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA","ncit:C898",1.63136870496517,"","NCI","RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA|ncit:C898"
"IL2","IMIPENEM ANHYDROUS","rxcui:1545986",1.63136870496517,"","NCI","IMIPENEM ANHYDROUS|rxcui:1545986"
"IL2","ITRACONAZOLE","rxcui:28031",0.181263189440575,"","NCI","ITRACONAZOLE|rxcui:28031"
"IL2","RECOMBINANT SOLUBLE HUMAN CD4 PROTEIN","ncit:C2342",1.63136870496517,"","NCI","RECOMBINANT SOLUBLE HUMAN CD4 PROTEIN|ncit:C2342"
"IL2","MIDOSTAURIN","rxcui:1919083",0.0466105344275764,"","NCI","MIDOSTAURIN|rxcui:1919083"
"IL2","IL-2/9/15 GAMMA CHAIN RECEPTOR INHIBITOR BNZ-1","ncit:C146636",0.203921088120647,"","TTD","IL-2/9/15 GAMMA CHAIN RECEPTOR INHIBITOR BNZ-1|ncit:C146636"
"IL2","CARBOXYAMIDOTRIAZOLE OROTATE","ncit:C91090",0.407842176241293,"","TTD","CARBOXYAMIDOTRIAZOLE OROTATE|ncit:C91090"
"IL2","PROTEIN KINASE C INHIBITOR","ncit:C2089",0.181263189440575,"","NCI","PROTEIN KINASE C INHIBITOR|ncit:C2089"
"IL2","BROMOCRIPTINE","rxcui:1760",0.0526247969343604,"","NCI","BROMOCRIPTINE|rxcui:1760"
"IL2","CALCITRIOL","rxcui:1894",0.135947392080431,"","NCI","CALCITRIOL|rxcui:1894"
"IL2","GLYBURIDE","rxcui:4815",0.0562540932746611,"","NCI","GLYBURIDE|rxcui:4815"
"IL2","EDRECOLOMAB","rxcui:80726",0.543789568321724,"","NCI","EDRECOLOMAB|rxcui:80726"
"IL2","INTERFERON BETA-1B","rxcui:72257",0.163136870496517,"","NCI","INTERFERON BETA-1B|rxcui:72257"
"IL2","LYMPHOKINE-ACTIVATED KILLER CELLS","ncit:C13008",0.148306245905925,"","NCI","LYMPHOKINE-ACTIVATED KILLER CELLS|ncit:C13008"
"IL2","TILARGININE","ncit:C1178",0.233052672137882,"","NCI","TILARGININE|ncit:C1178"
"IL2","THYMOCTONAN","ncit:C152593",0.815684352482586,"","TTD","THYMOCTONAN|ncit:C152593"
"IL2","ALDESLEUKIN","rxcui:70223",0.0271894784160862,"","TTD","ALDESLEUKIN|rxcui:70223"
"IL2","CEFEPIME","rxcui:20481",1.63136870496517,"","NCI","CEFEPIME|rxcui:20481"
"IL2","SIGNAL TRANSDUCTION INHIBITOR","ncit:C2189",0.407842176241293,"","NCI","SIGNAL TRANSDUCTION INHIBITOR|ncit:C2189"
"IL2","ROXITHROMYCIN","rxcui:9478",0.181263189440575,"","NCI","ROXITHROMYCIN|rxcui:9478"
"IL2","PENTAMIDINE ISETHIONATE","rxcui:7995",0.233052672137882,"","NCI","PENTAMIDINE ISETHIONATE|rxcui:7995"
"IL2","METOCLOPRAMIDE HYDROCHLORIDE","rxcui:267036",0.116526336068941,"","NCI","METOCLOPRAMIDE HYDROCHLORIDE|rxcui:267036"
"IL2","HALOFUGINONE","ncit:C1120",0.271894784160862,"","NCI","HALOFUGINONE|ncit:C1120"
"IL2","DIDEMNIN B","ncit:C1364",1.63136870496517,"","NCI","DIDEMNIN B|ncit:C1364"
"IL2","PRAVASTATIN SODIUM","rxcui:203144",0.0604210631468583,"","NCI","PRAVASTATIN SODIUM|rxcui:203144"
"IL2","PYRIMETHAMINE","rxcui:9010",0.148306245905925,"","NCI","PYRIMETHAMINE|rxcui:9010"
"IL2","MARIJUANA","ncit:C26659",0.407842176241293,"","NCI","MARIJUANA|ncit:C26659"
"IL2","RITUXIMAB","rxcui:121191",0.0906315947202874,"","PharmGKB","RITUXIMAB|rxcui:121191"
"ARRB1","EBSELEN","ncit:C65503",0.0363789536995718,"","DTC","EBSELEN|ncit:C65503"
"ARRB1","RY024","iuphar.ligand:4301",1.27326337948501,"","GuideToPharmacology","RY024|iuphar.ligand:4301"
"ARRB1","TPA023","iuphar.ligand:4327",0.318315844871253,"","GuideToPharmacology","TPA023|iuphar.ligand:4327"
"ARRB1","PIPERIDINE-4-SULPHONIC ACID","iuphar.ligand:4287",0.141473708831668,"","GuideToPharmacology","PIPERIDINE-4-SULPHONIC ACID|iuphar.ligand:4287"
"ARRB1","DMCM","iuphar.ligand:4179",0.318315844871253,"","GuideToPharmacology","DMCM|iuphar.ligand:4179"
"ARRB1","[3H]L655708","iuphar.ligand:4363",1.27326337948501,"","GuideToPharmacology","[3H]L655708|iuphar.ligand:4363"
"ARRB1","ALPRAZOLAM","rxcui:596",0.0374489229260298,"","GuideToPharmacology","ALPRAZOLAM|rxcui:596"
"ARRB1","TBPS","iuphar.ligand:4320",0.0670138620781586,"","GuideToPharmacology","TBPS|iuphar.ligand:4320"
"ARRB1","[3H]GABAZINE","iuphar.ligand:4083",0.141473708831668,"","GuideToPharmacology","[3H]GABAZINE|iuphar.ligand:4083"
"ARRB1","[18F]FLUOROETHYLFLUMAZENIL","iuphar.ligand:4368",0.212210563247502,"","GuideToPharmacology","[18F]FLUOROETHYLFLUMAZENIL|iuphar.ligand:4368"
"ARRB1","[3H]CGS8216","iuphar.ligand:4366",0.212210563247502,"","GuideToPharmacology","[3H]CGS8216|iuphar.ligand:4366"
"ARRB1","TETRAHYDRODEOXYCORTICOSTERONE","iuphar.ligand:4321",0.212210563247502,"","GuideToPharmacology","TETRAHYDRODEOXYCORTICOSTERONE|iuphar.ligand:4321"
"ARRB1","[35S]TBPS","iuphar.ligand:4369",0.212210563247502,"","GuideToPharmacology","[35S]TBPS|iuphar.ligand:4369"
"ARRB1","BICUCULLINE","iuphar.ligand:2312",0.181894768497859,"","GuideToPharmacology","BICUCULLINE|iuphar.ligand:2312"
"ARRB1","BRETAZENIL","ncit:C72111",0.212210563247502,"","GuideToPharmacology","BRETAZENIL|ncit:C72111"
"ARRB1","FLUMAZENIL","rxcui:4457",0.0530526408118755,"","GuideToPharmacology","FLUMAZENIL|rxcui:4457"
"ARRB1","ISOGUVACINE","iuphar.ligand:4226",0.141473708831668,"","GuideToPharmacology","ISOGUVACINE|iuphar.ligand:4226"
"ARRB1","TP003","iuphar.ligand:4326",0.318315844871253,"","GuideToPharmacology","TP003|iuphar.ligand:4326"
"ARRB1","TRIAZOLAM","rxcui:10767",0.0385837387722731,"","GuideToPharmacology","TRIAZOLAM|rxcui:10767"
"ARRB1","ZK93423","iuphar.ligand:4346",0.318315844871253,"","GuideToPharmacology","ZK93423|iuphar.ligand:4346"
"ARRB1","COMPOUND 20 [PMID: 35584373]","iuphar.ligand:12118",1.27326337948501,"","GuideToPharmacology","COMPOUND 20 [PMID: 35584373]|iuphar.ligand:12118"
"ARRB1","PICROTOXIN","drugbank:DB00466",0.0553592773689136,"","GuideToPharmacology","PICROTOXIN|drugbank:DB00466"
"ARRB1","L655708","iuphar.ligand:4238",1.27326337948501,"","GuideToPharmacology","L655708|iuphar.ligand:4238"
"ARRB1","ZN2+","iuphar.ligand:566",0.0578756081584097,"","GuideToPharmacology","ZN2+|iuphar.ligand:566"
"ARRB1","MRK016","iuphar.ligand:4257",0.318315844871253,"","GuideToPharmacology","MRK016|iuphar.ligand:4257"
"ARRB1","ISONIPECOTIC ACID","iuphar.ligand:4227",0.106105281623751,"","GuideToPharmacology","ISONIPECOTIC ACID|iuphar.ligand:4227"
"ARRB1","RO19-4603","iuphar.ligand:4297",0.159157922435627,"","GuideToPharmacology","RO19-4603|iuphar.ligand:4297"
"ARRB1","&ALPHA;5IA","iuphar.ligand:4095",0.318315844871253,"","GuideToPharmacology","&ALPHA;5IA|iuphar.ligand:4095"
"ARRB1","[3H]MUSCIMOL","iuphar.ligand:4090",0.141473708831668,"","GuideToPharmacology","[3H]MUSCIMOL|iuphar.ligand:4090"
"ARRB1","GABOXADOL","ncit:C72791",0.0553592773689136,"","GuideToPharmacology","GABOXADOL|ncit:C72791"
"ARRB1","BREXANOLONE","rxcui:2121777",0.0606315894992863,"","GuideToPharmacology","BREXANOLONE|rxcui:2121777"
"ARRB1","RO4938581","iuphar.ligand:4299",0.318315844871253,"","GuideToPharmacology","RO4938581|iuphar.ligand:4299"
"ARRB1","CGS8216","iuphar.ligand:4156",0.254652675897003,"","GuideToPharmacology","CGS8216|iuphar.ligand:4156"
"ARRB1","RO15-4513","iuphar.ligand:4296",0.212210563247502,"","GuideToPharmacology","RO15-4513|iuphar.ligand:4296"
"ARRB1","OCINAPLON","ncit:C81614",0.0578756081584097,"","GuideToPharmacology","OCINAPLON|ncit:C81614"
"ARRB1","BASMISANIL","ncit:C167009",0.636631689742507,"","GuideToPharmacology","BASMISANIL|ncit:C167009"
"ARRB1","FLUNITRAZEPAM","rxcui:4460",0.0578756081584097,"","GuideToPharmacology","FLUNITRAZEPAM|rxcui:4460"
"ARRB1","&ALPHA;3IA","iuphar.ligand:4094",0.318315844871253,"","GuideToPharmacology","&ALPHA;3IA|iuphar.ligand:4094"
"ARRB1","L838417","iuphar.ligand:4241",0.318315844871253,"","GuideToPharmacology","L838417|iuphar.ligand:4241"
"ARRB1","ZK93426","iuphar.ligand:4347",0.318315844871253,"","GuideToPharmacology","ZK93426|iuphar.ligand:4347"
"ARRB1","ONO-8590580","iuphar.ligand:9908",1.27326337948501,"","GuideToPharmacology","ONO-8590580|iuphar.ligand:9908"
"C9","FLUFENAMIC ACID","rxcui:4453",0.686892086301125,"","GuideToPharmacology","FLUFENAMIC ACID|rxcui:4453"
"C9","CARBENOXOLONE","ncit:C63669",1.08757913664345,"","GuideToPharmacology","CARBENOXOLONE|ncit:C63669"
"SIAH1","OMIGAPIL","ncit:C97362",26.1018992794428,"","TdgClinicalTrial","OMIGAPIL|ncit:C97362"
"PRKAR2B","THEOPHYLLINE","rxcui:10438",3.86694804139893,"","NCI","THEOPHYLLINE|rxcui:10438"
"PDE5A","DIPYRIDAMOLE","rxcui:3521",0.116526336068941,"","ChEMBL;TdgClinicalTrial;TEND;TTD","DIPYRIDAMOLE|rxcui:3521"
"PDE5A","SILDENAFIL","rxcui:136411",0.593224983623699,"","ChEMBL;GuideToPharmacology;TdgClinicalTrial;TEND","SILDENAFIL|rxcui:136411"
"PDE5A","OSI-461","drugbank:DB05415",1.63136870496517,"","TdgClinicalTrial","OSI-461|drugbank:DB05415"
"PDE5A","ZAPRINAST","ncit:C66685",0.125489900381936,"","GuideToPharmacology","ZAPRINAST|ncit:C66685"
"PDE5A","PENTOXIFYLLINE","rxcui:8013",0.139831603282729,"","ChEMBL;TdgClinicalTrial;TEND","PENTOXIFYLLINE|rxcui:8013"
"PDE5A","PF-00489791","drugbank:DB11736",1.63136870496517,"","ChEMBL","PF-00489791|drugbank:DB11736"
"PDE5A","ENALAPRIL MALEATE","rxcui:203123",0.171723021575281,"","NCI","ENALAPRIL MALEATE|rxcui:203123"
"PDE5A","PF-00489791","iuphar.ligand:8377",3.26273740993034,"","GuideToPharmacology;TTD","PF-00489791|iuphar.ligand:8377"
"PDE5A","CHEMBL:CHEMBL460293","chembl:CHEMBL460293",1.63136870496517,"","TTD","CHEMBL:CHEMBL460293|chembl:CHEMBL460293"
"PDE5A","IBUDILAST","ncit:C65876",0.203921088120647,"","ChEMBL;GuideToPharmacology","IBUDILAST|ncit:C65876"
"PDE5A","RHUCIN","wikidata:Q29006438",0.815684352482586,"","TTD","RHUCIN|wikidata:Q29006438"
"PDE5A","EXISULIND","ncit:C1239",0.543789568321724,"","TTD","EXISULIND|ncit:C1239"
"PDE5A","PAPAVERINE","rxcui:7895",0.0906315947202874,"","TTD","PAPAVERINE|rxcui:7895"
"PDE5A","TUNODAFIL","ncit:C190466",1.63136870496517,"","GuideToPharmacology","TUNODAFIL|ncit:C190466"
"PDE5A","VARDENAFIL","rxcui:306674",3.26273740993034,"","GuideToPharmacology;TdgClinicalTrial;TEND;TTD","VARDENAFIL|rxcui:306674"
"PDE5A","ROLIPRAM","ncit:C72842",0.163136870496517,"","TTD","ROLIPRAM|ncit:C72842"
"PDE5A","ICARIIN","rxcui:1788871",1.63136870496517,"","TTD","ICARIIN|rxcui:1788871"
"PDE5A","MILRINONE","rxcui:52769",0.271894784160862,"","GuideToPharmacology","MILRINONE|rxcui:52769"
"PDE5A","LORNEIC ACID A","chembl:CHEMBL1079947",3.26273740993034,"","DTC","LORNEIC ACID A|chembl:CHEMBL1079947"
"PDE5A","SCH51866","iuphar.ligand:5270",0.271894784160862,"","GuideToPharmacology","SCH51866|iuphar.ligand:5270"
"PDE5A","GISADENAFIL","ncit:C83728",3.26273740993034,"","ChEMBL;GuideToPharmacology","GISADENAFIL|ncit:C83728"
"PDE5A","COMPOUND 3M [PMID: 32603117]","iuphar.ligand:11099",0.543789568321724,"","GuideToPharmacology","COMPOUND 3M [PMID: 32603117]|iuphar.ligand:11099"
"PDE5A","TADALAFIL","rxcui:358263",2.03921088120647,"","ChEMBL;GuideToPharmacology;TdgClinicalTrial;TEND;TTD","TADALAFIL|rxcui:358263"
"PDE5A","UDENAFIL","ncit:C74086",8.15684352482586,"","ChEMBL;GuideToPharmacology;TdgClinicalTrial;TEND;TTD","UDENAFIL|ncit:C74086"
"PDE5A","PF-03049423","chembl:CHEMBL591501",1.63136870496517,"","ChEMBL","PF-03049423|chembl:CHEMBL591501"
"PDE5A","THEOPHYLLINE","rxcui:10438",0.120842126293717,"","TdgClinicalTrial;TEND","THEOPHYLLINE|rxcui:10438"
"PDE5A","VARDENAFIL HYDROCHLORIDE TRIHYDRATE","rxcui:1309396",1.63136870496517,"","ChEMBL","VARDENAFIL HYDROCHLORIDE TRIHYDRATE|rxcui:1309396"
"PDE5A","NITROSOPRODENAFIL","iuphar.ligand:9552",1.63136870496517,"","GuideToPharmacology","NITROSOPRODENAFIL|iuphar.ligand:9552"
"PDE5A","TPN171","iuphar.ligand:12781",1.63136870496517,"","GuideToPharmacology","TPN171|iuphar.ligand:12781"
"PDE5A","T0156","iuphar.ligand:5275",1.63136870496517,"","GuideToPharmacology","T0156|iuphar.ligand:5275"
"PDE5A","AVANAFIL","rxcui:1291301",4.89410611489552,"","ChEMBL;TdgClinicalTrial;TTD","AVANAFIL|rxcui:1291301"
"PDE5A","COMPOUND 53 [PMID: 19631533]","iuphar.ligand:8811",0.815684352482586,"","GuideToPharmacology","COMPOUND 53 [PMID: 19631533]|iuphar.ligand:8811"
"RPS6KA3","PHA-767491","drugbank:DB17043",0.0225990469951885,"","DTC","PHA-767491|drugbank:DB17043"
"RPS6KA3","CHEMBL:CHEMBL1997335","chembl:CHEMBL1997335",0.0355127881352963,"","DTC","CHEMBL:CHEMBL1997335|chembl:CHEMBL1997335"
"RPS6KA3","GO-6976","drugbank:DB17029",0.0346869093414522,"","DTC","GO-6976|drugbank:DB17029"
"RPS6KA3","CHEMBL:CHEMBL578061","chembl:CHEMBL578061",0.0596614840672977,"","DTC","CHEMBL:CHEMBL578061|chembl:CHEMBL578061"
"RPS6KA3","ENTRECTINIB","rxcui:2197862",0.0261673175733762,"","DTC","ENTRECTINIB|rxcui:2197862"
"RPS6KA3","UREA","rxcui:11002",0.331452689262765,"","NCI","UREA|rxcui:11002"
"RPS6KA3","PF-562271","iuphar.ligand:9381",0.0138105287192819,"","DTC","PF-562271|iuphar.ligand:9381"
"RPS6KA3","CHEMBL:CHEMBL240954","chembl:CHEMBL240954",0.745768550841222,"","DTC","CHEMBL:CHEMBL240954|chembl:CHEMBL240954"
"RPS6KA3","AT9283","drugbank:DB05169",0.135594281971131,"","TALC","AT9283|drugbank:DB05169"
"RPS6KA3","GM-CSF","iuphar.ligand:4942",0.186442137710305,"","NCI","GM-CSF|iuphar.ligand:4942"
"RPS6KA3","TAS0612","chembl:CHEMBL4650277",0.149153710168244,"","ChEMBL","TAS0612|chembl:CHEMBL4650277"
"RPS6KA3","DOVITINIB","ncit:C76199",0.0147676940760638,"","DTC","DOVITINIB|ncit:C76199"
"RPS6KA3","GW441756X","chembl:CHEMBL1516890",0.0229467246412684,"","DTC","GW441756X|chembl:CHEMBL1516890"
"RPS6KA3","BI-D1870","iuphar.ligand:8038",0.213076728811778,"","TTD","BI-D1870|iuphar.ligand:8038"
"RPS6KA3","SOTRASTAURIN","ncit:C80630",0.0244514278964335,"","DTC","SOTRASTAURIN|ncit:C80630"
"RPS6KA3","GW843682X","chembl:CHEMBL514499",0.0382445410687806,"","DTC","GW843682X|chembl:CHEMBL514499"
"RPS6KA3","ILORASERTIB","ncit:C116729",0.0128580784627797,"","DTC","ILORASERTIB|ncit:C116729"
"RPS6KA3","SP-600125","chembl:CHEMBL1725279",0.0167588438391286,"","DTC","SP-600125|chembl:CHEMBL1725279"
"RPS6KA3","RG-1530","iuphar.ligand:10361",0.0158674159753451,"","DTC","RG-1530|iuphar.ligand:10361"
"RPS6KA3","CYC-116","chembl:CHEMBL482967",0.0153766711513654,"","DTC","CYC-116|chembl:CHEMBL482967"
"RPS6KA3","LY-2090314","drugbank:DB11913",0.0573668116031709,"","DTC","LY-2090314|drugbank:DB11913"
"RPS6KA3","DIMETHYLADENINE","chembl:CHEMBL407391",0.165726344631383,"","DTC","DIMETHYLADENINE|chembl:CHEMBL407391"
"RPS6KA3","LAUROGUADINE","ncit:C80857",0.0532691822029444,"","DTC","LAUROGUADINE|ncit:C80857"
